"visit_date";"utm_source";"utm_medium";"utm_campaign";"visitors_count";"total_cost";"leads_count";"purchases_count";"revenue"
2023-06-11;vk;cpc;prof-frontend;126;5458;0;126;
2023-06-11;vk;cpc;base-python;115;;0;126;
2023-06-11;vk;cpc;freemium-python;112;2536;0;126;
2023-06-11;admitad;cpa;admitad;41;;0;126;
2023-06-11;vk;cpm;prof-data-analytics;14;;0;126;
2023-06-11;vk-senler;cpc;freemium;13;;0;126;
2023-06-11;telegram;cpp;base-frontend;7;;0;126;
2023-06-11;vk;cpp;dod-frontend;6;;0;126;
2023-06-11;vk;cpm;prof-frontend;4;;0;126;
2023-06-11;vk;social;general;3;;0;126;
2023-06-11;telegram;social;course_completed;2;;0;126;
2023-06-11;vk;cpp;base-frontend;2;;0;126;
2023-06-11;vk;social;all-courses;2;;0;126;
2023-06-11;google;cpc;freemium;1;;0;126;
2023-06-11;google;cpc;frontend;1;;0;126;
2023-06-11;telegram;cpm;base_python;1;;0;126;
2023-06-11;telegram;cpp;dod-frontend;1;;0;126;
2023-06-11;telegram;cpp;prof-frontend;1;;0;126;
2023-06-11;timepad;cpp;base-frontend;1;;0;126;
2023-06-11;vk;cpc;java;1;;0;126;
2023-06-11;vk;social;base-python;1;;0;126;
2023-06-11;vk;social;hexlet-blog;1;;0;126;
2023-06-12;vk;cpc;prof-python;200;5202;0;126;
2023-06-12;vk;cpc;freemium-frontend;183;3170;0;126;
2023-06-12;vk;cpc;prof-java;171;4105;0;126;
2023-06-12;vk;cpc;prof-data-analytics;161;4187;0;126;
2023-06-12;vk;cpc;freemium-java;133;4822;0;126;
2023-06-12;vk;cpc;base-python;123;;0;126;
2023-06-12;vk;cpc;freemium-python;119;2536;0;126;
2023-06-12;vk;cpc;prof-frontend;115;5078;0;126;
2023-06-12;admitad;cpa;admitad;37;;0;126;
2023-06-12;vk-senler;cpc;freemium;26;;0;126;
2023-06-12;telegram;cpp;base-frontend;21;;0;126;
2023-06-12;vk;cpm;prof-data-analytics;14;;0;126;
2023-06-12;timepad;cpp;base-frontend;6;;0;126;
2023-06-12;vk;cpm;prof-frontend;6;;0;126;
2023-06-12;vk;cpp;base-frontend;4;;0;126;
2023-06-12;telegram;cpp;base-java;3;;0;126;
2023-06-12;vk;social;hexlet-blog;3;;0;126;
2023-06-12;vk;social;prof-rails;3;;0;126;
2023-06-12;telegram;cpp;base-python;2;;0;126;
2023-06-12;telegram;cpp;dod-frontend;2;;0;126;
2023-06-12;vk;cpp;dod-frontend;2;;0;126;
2023-06-12;Yandex;cpm;"25530592";1;;0;126;
2023-06-12;facebook;social;how-to-sleep;1;;0;126;
2023-06-12;facebook.com;social;mozhno-li-ustroitsya-na-rabotu-posle-heks;1;;0;126;
2023-06-12;google;cpc;freemium;1;;0;126;
2023-06-12;instagram;social;base-java;1;;0;126;
2023-06-12;telegram;social;promo;1;;0;126;
2023-06-12;tg;social;codecamp;1;;0;126;
2023-06-12;twitter;social;devushki_v_it;1;;0;126;
2023-06-12;vk;cpm;base_python;1;;0;126;
2023-06-12;vk;cpp;intensive-python;1;;0;126;
2023-06-12;vk;social;all-courses;1;;0;126;
2023-06-12;vk;social;base-java;1;;0;126;
2023-06-12;vk;social;base-python;1;;0;126;
2023-06-12;vk;social;general;1;;0;126;
2023-06-12;vk;social;prof-python;1;;0;126;
2023-06-12;vk;social;promo;1;;0;126;
2023-06-12;vk-senler;cpc;base-python;1;;0;126;
2023-06-12;yandex-direct;cpc;"96566756";1;;0;126;
2023-06-13;yandex;cpc;freemium;138;18523;0;126;
2023-06-13;yandex;cpc;prof-frontend;105;62685;0;126;
2023-06-13;yandex;cpc;prof-python;104;43241;0;126;
2023-06-13;yandex;cpc;prof-java;83;36520;0;126;
2023-06-13;vk;cpc;prof-python;63;5202;0;126;
2023-06-13;vk;cpc;freemium-frontend;62;2746;0;126;
2023-06-13;vk;cpc;freemium-java;57;2377;0;126;
2023-06-13;vk;cpc;freemium-python;53;2538;0;126;
2023-06-13;vk;cpc;prof-data-analytics;50;4188;0;126;
2023-06-13;vk;cpc;prof-java;45;4350;0;126;
2023-06-13;admitad;cpa;admitad;44;;0;126;
2023-06-13;yandex;cpc;base-java;41;;0;126;
2023-06-13;vk;cpc;base-python;40;;0;126;
2023-06-13;vk;cpc;prof-frontend;35;5459;0;126;
2023-06-13;yandex;cpc;base-python;35;;0;126;
2023-06-13;yandex;cpc;prof-professions-brand;33;3574;0;126;
2023-06-13;yandex;cpc;base-frontend;29;10232;0;126;
2023-06-13;telegram;cpp;base-frontend;20;;0;126;
2023-06-13;yandex;cpc;prof-professions-retarget;18;604;0;126;
2023-06-13;yandex;cpc;prof-data-analytics;17;6033;0;126;
2023-06-13;vk-senler;cpc;freemium;12;;0;126;
2023-06-13;yandex;cpc;dod-professions;12;3905;0;126;
2023-06-13;telegram;cpp;prof-python;11;;0;126;
2023-06-13;yandex;cpc;dod-frontend;10;4123;0;126;
2023-06-13;yandex;cpc;dod-python-java;9;;0;126;
2023-06-13;telegram;cpp;prof-java;7;;0;126;
2023-06-13;yandex;cpc;base-professions-retarget;5;808;0;126;
2023-06-13;vk;cpm;prof-data-analytics;4;;0;126;
2023-06-13;yandex;cpc;dod-java;4;;0;126;
2023-06-13;timepad;cpp;base-frontend;3;;0;126;
2023-06-13;yandex;cpc;dod-php;3;;0;126;
2023-06-13;telegram;cpp;base-python;2;;0;126;
2023-06-13;telegram;cpp;prof-frontend;2;;0;126;
2023-06-13;vc;cpp;dod-frontend;2;;0;126;
2023-06-13;vk;cpp;dod-frontend;2;;0;126;
2023-06-13;vk;social;base-frontend;2;;0;126;
2023-06-13;yandex;cpc;dod-qa;2;;0;126;
2023-06-13;Yandex;cpc;"80100720";1;;0;126;
2023-06-13;facebook;cpc;python;1;;0;126;
2023-06-13;facebook;social;my-sozdali-kurs-osnovy-redis-pro-rabot;1;;0;126;
2023-06-13;telegram;cpp;dod-php;1;;0;126;
2023-06-13;twitter;social;grokaem_algoritmy;1;;0;126;
2023-06-13;vc;cpp;dod-professions;1;;0;126;
2023-06-13;vk;cpc;dod-professions;1;;0;126;
2023-06-13;vk;cpm;prof-frontend;1;;0;126;
2023-06-13;vk;cpp;base-frontend;1;;0;126;
2023-06-13;vk;cpp;dod-php;1;;0;126;
2023-06-13;vk;cpp;intensive-python;1;;0;126;
2023-06-13;vk;social;all-courses;1;;0;126;
2023-06-13;vk;social;base-python;1;;0;126;
2023-06-13;vk;social;english-soft;1;;0;126;
2023-06-13;vk;social;hexlet.io/my;1;;0;126;
2023-06-13;vk;social;prof-rails;1;;0;126;
2023-06-13;zen;social;all-courses;1;;0;126;
2023-06-14;yandex;cpc;freemium;215;18752;0;126;
2023-06-14;yandex;cpc;prof-python;170;41766;0;126;
2023-06-14;yandex;cpc;prof-frontend;165;70624;0;126;
2023-06-14;yandex;cpc;prof-java;163;37151;0;126;
2023-06-14;yandex;cpc;base-java;57;;0;126;
2023-06-14;yandex;cpc;base-python;53;;0;126;
2023-06-14;yandex;cpc;prof-professions-brand;49;3580;0;126;
2023-06-14;admitad;cpa;admitad;47;;0;126;
2023-06-14;yandex;cpc;base-frontend;42;;0;126;
2023-06-14;timepad;cpp;base-frontend;41;;0;126;
2023-06-14;yandex;cpc;prof-data-analytics;32;8854;0;126;
2023-06-14;yandex;cpc;prof-professions-retarget;27;694;0;126;
2023-06-14;vk-senler;cpc;freemium;15;;0;126;
2023-06-14;yandex;cpc;dod-frontend;15;984;0;126;
2023-06-14;telegram;cpp;prof-python;12;;0;126;
2023-06-14;yandex;cpc;dod-java;12;;0;126;
2023-06-14;yandex;cpc;dod-professions;12;1471;0;126;
2023-06-14;vk;cpc;prof-data-analytics;10;4189;0;126;
2023-06-14;telegram;cpp;base-frontend;9;;0;126;
2023-06-14;yandex;cpc;base-professions-retarget;8;722;0;126;
2023-06-14;yandex;cpc;dod-php;8;;0;126;
2023-06-14;vk;cpc;freemium-frontend;7;2479;0;126;
2023-06-14;vk;cpc;freemium-python;7;2895;0;126;
2023-06-14;vk;cpp;dod-frontend;7;;0;126;
2023-06-14;yandex;cpc;dod-python-java;7;909;0;126;
2023-06-14;yandex;cpc;dod-qa;7;;0;126;
2023-06-14;vk;cpc;prof-python;6;5074;0;126;
2023-06-14;vk;cpc;prof-frontend;5;5077;0;126;
2023-06-14;vk;cpc;prof-java;5;4112;0;126;
2023-06-14;vk;social;base-python;4;;0;126;
2023-06-14;vk;social;dod-professions;4;;0;126;
2023-06-14;telegram;cpp;base-python;3;;0;126;
2023-06-14;telegram;cpp;prof-java;3;;0;126;
2023-06-14;vk;social;all-courses;3;;0;126;
2023-06-14;vk-senler;cpc;dod-frontend;3;;0;126;
2023-06-14;vk;social;general;2;;0;126;
2023-06-14;vk-senler;cpc;dod-professions;2;;0;126;
2023-06-14;dzen;social;dzen-post;1;;0;126;
2023-06-14;facebook;cpc;freemium.ua-by;1;;0;126;
2023-06-14;mytarget;cpc;freemium;1;;0;126;
2023-06-14;telegram;cpp;base-java;1;;0;126;
2023-06-14;telegram;cpp;dod-frontend;1;;0;126;
2023-06-14;telegram;cpp;prof-frontend;1;;0;126;
2023-06-14;telegram;social;mdtruehaskell--funktsionalnyy-yazyk;1;;0;126;
2023-06-14;telegram;social;promo;1;;0;126;
2023-06-14;twitter;social;"51-letniy-student-heksleta-dmitriy-rassk";1;;0;126;
2023-06-14;twitter;social;hexlet-blog;1;;0;126;
2023-06-14;vc;cpp;dod-frontend;1;;0;126;
2023-06-14;vk;social;dod-frontend;1;;0;126;
2023-06-14;vk;social;hexlet-blog;1;;0;126;
2023-06-14;yandex-direct;cpc;"19183657";1;;0;126;
2023-06-15;yandex;cpc;freemium;238;15317;0;126;
2023-06-15;yandex;cpc;prof-frontend;164;69171;0;126;
2023-06-15;yandex;cpc;prof-python;156;41982;0;126;
2023-06-15;yandex;cpc;prof-java;130;34902;0;126;
2023-06-15;yandex;cpc;base-java;61;;0;126;
2023-06-15;admitad;cpa;admitad;56;;0;126;
2023-06-15;yandex;cpc;base-python;49;;0;126;
2023-06-15;yandex;cpc;prof-professions-brand;49;5511;0;126;
2023-06-15;yandex;cpc;base-frontend;38;;0;126;
2023-06-15;yandex;cpc;prof-data-analytics;28;6556;0;126;
2023-06-15;yandex;cpc;prof-professions-retarget;27;1290;0;126;
2023-06-15;yandex;cpc;dod-frontend;20;908;0;126;
2023-06-15;vk-senler;cpc;freemium;18;;0;126;
2023-06-15;yandex;cpc;dod-professions;17;3925;0;126;
2023-06-15;telegram;cpp;base-frontend;10;;0;126;
2023-06-15;vk;cpc;prof-data-analytics;10;4564;0;126;
2023-06-15;yandex;cpc;dod-python-java;10;4554;0;126;
2023-06-15;vk;cpc;freemium-python;8;2536;0;126;
2023-06-15;yandex;cpc;base-professions-retarget;8;;0;126;
2023-06-15;yandex;cpc;dod-java;8;;0;126;
2023-06-15;yandex;cpc;dod-qa;7;;0;126;
2023-06-15;telegram;cpp;prof-python;6;;0;126;
2023-06-15;vk;cpc;freemium-frontend;6;2534;0;126;
2023-06-15;vk;cpc;prof-java;6;4264;0;126;
2023-06-15;yandex;cpc;dod-php;6;;0;126;
2023-06-15;telegram;cpp;prof-java;5;;0;126;
2023-06-15;vk;cpc;prof-python;5;5837;0;126;
2023-06-15;vk;cpc;freemium-java;4;2538;0;126;
2023-06-15;vk;cpp;dod-frontend;3;;0;126;
2023-06-15;timepad;cpp;base-frontend;2;;0;126;
2023-06-15;vk;cpp;base-frontend;2;;0;126;
2023-06-15;vk;social;hexlet-blog;2;;0;126;
2023-06-15;vk-senler;cpc;dod-frontend;2;;0;126;
2023-06-15;facebook;cpc;python;1;;0;126;
2023-06-15;instagram;social;all-courses;1;;0;126;
2023-06-15;instagram;social;base-pyton;1;;0;126;
2023-06-15;instagram;social;hexlet-blog;1;;0;126;
2023-06-15;podcast;social;all-courses;1;;0;126;
2023-06-15;slack;social;hexlet;1;;0;126;
2023-06-15;telegram;cpm;java;1;;0;126;
2023-06-15;telegram;cpp;base-java;1;;0;126;
2023-06-15;telegram;cpp;dod-frontend;1;;0;126;
2023-06-15;telegram;cpp;prof-frontend;1;;0;126;
2023-06-15;telegram;social;course_completed;1;;0;126;
2023-06-15;twitter;social;all-courses;1;;0;126;
2023-06-15;twitter;social;oop-i-arhitektura-koda-kirill-mokevni;1;;0;126;
2023-06-15;twitter;social;podrobno-rasskazyvaem--pochemu-pleysholde;1;;0;126;
2023-06-15;twitter.com;social;istorii-uspeha-nashih-uchenikov-i-vypuskni;1;;0;126;
2023-06-15;vk;cpc;yaintern;1;;0;126;
2023-06-15;vk;social;all-courses;1;;0;126;
2023-06-15;vk;social;base-python;1;;0;126;
2023-06-15;vk;social;dod-frontend;1;;0;126;
2023-06-15;vk;social;dod-professions;1;;0;126;
2023-06-15;zen;social;all-courses;1;;0;126;
2023-06-16;yandex;cpc;freemium;233;17913;0;126;
2023-06-16;yandex;cpc;prof-python;168;39215;0;126;
2023-06-16;yandex;cpc;prof-frontend;137;58935;0;126;
2023-06-16;yandex;cpc;prof-java;112;36459;0;126;
2023-06-16;yandex;cpc;base-java;59;;0;126;
2023-06-16;yandex;cpc;base-python;51;;0;126;
2023-06-16;yandex;cpc;prof-professions-brand;48;5794;0;126;
2023-06-16;yandex;cpc;base-frontend;44;;0;126;
2023-06-16;yandex;cpc;prof-data-analytics;39;5576;0;126;
2023-06-16;yandex;cpc;prof-professions-retarget;35;1085;0;126;
2023-06-16;admitad;cpa;admitad;31;;0;126;
2023-06-16;yandex;cpc;dod-frontend;22;;0;126;
2023-06-16;yandex;cpc;dod-professions;15;3077;0;126;
2023-06-16;vk-senler;cpc;freemium;14;;0;126;
2023-06-16;vk;cpc;prof-data-analytics;12;4594;0;126;
2023-06-16;vk;cpc;prof-python;12;5838;0;126;
2023-06-16;yandex;cpc;dod-java;12;;0;126;
2023-06-16;yandex;cpc;base-professions-retarget;10;;0;126;
2023-06-16;vk;cpc;prof-java;8;4427;0;126;
2023-06-16;telegram;cpp;base-frontend;7;;0;126;
2023-06-16;vk;cpc;freemium-java;6;2398;0;126;
2023-06-16;yandex;cpc;dod-php;6;;0;126;
2023-06-16;telegram;cpp;prof-python;5;;0;126;
2023-06-16;yandex;cpc;dod-python-java;5;3259;0;126;
2023-06-16;yandex;cpc;dod-qa;5;;0;126;
2023-06-16;telegram;cpp;prof-java;3;;0;126;
2023-06-16;vk;cpc;freemium-frontend;3;2535;0;126;
2023-06-16;vk;cpc;freemium-python;3;2537;0;126;
2023-06-16;vk;social;base-python;3;;0;126;
2023-06-16;telegram;cpp;dod-java;2;;0;126;
2023-06-16;vk;cpc;php;2;;0;126;
2023-06-16;vk;social;all-courses;2;;0;126;
2023-06-16;vk;social;dod-professions;2;;0;126;
2023-06-16;vk;social;prof-python;2;;0;126;
2023-06-16;admitad;cpa;"442763";1;;0;126;
2023-06-16;admitad;cpc;"183258";1;;0;126;
2023-06-16;instagram;social;base-python;1;;0;126;
2023-06-16;instagram;social;promo;1;;0;126;
2023-06-16;slack;social;hexlet;1;;0;126;
2023-06-16;telegram;cpm;java;1;;0;126;
2023-06-16;telegram;cpp;dod-frontend;1;;0;126;
2023-06-16;telegram;cpp;prof-frontend;1;;0;126;
2023-06-16;timepad;cpp;base-frontend;1;;0;126;
2023-06-16;twitter;social;v-etoy-statie-my-dadim-neskolko-sovetov;1;;0;126;
2023-06-16;twitter;social;v-kontse-yanvarya-praktika-heksleta-ne-rabo;1;;0;126;
2023-06-16;vk;cpc;prof-php;1;;0;126;
2023-06-16;vk;cpm;base;1;;0;126;
2023-06-16;vk;cpp;dod-frontend;1;;0;126;
2023-06-16;vk;social;base-frontend;1;;0;126;
2023-06-16;vk;social;general;1;;0;126;
2023-06-16;vk;social;hexlet-blog;1;;0;126;
2023-06-17;yandex;cpc;freemium;200;14413;0;126;
2023-06-17;yandex;cpc;prof-python;174;45139;0;126;
2023-06-17;yandex;cpc;prof-frontend;132;59871;0;126;
2023-06-17;yandex;cpc;prof-java;131;27510;0;126;
2023-06-17;yandex;cpc;base-python;63;;0;126;
2023-06-17;yandex;cpc;prof-professions-brand;58;3878;0;126;
2023-06-17;admitad;cpa;admitad;45;;0;126;
2023-06-17;yandex;cpc;base-java;43;;0;126;
2023-06-17;yandex;cpc;base-frontend;39;;0;126;
2023-06-17;yandex;cpc;prof-data-analytics;34;7663;0;126;
2023-06-17;yandex;cpc;dod-professions;25;4770;0;126;
2023-06-17;yandex;cpc;prof-professions-retarget;22;1103;0;126;
2023-06-17;vk-senler;cpc;freemium;14;;0;126;
2023-06-17;yandex;cpc;dod-frontend;13;;0;126;
2023-06-17;yandex;cpc;dod-php;11;;0;126;
2023-06-17;yandex;cpc;dod-qa;11;;0;126;
2023-06-17;telegram;cpp;base-frontend;9;;0;126;
2023-06-17;vk;cpc;prof-python;9;7362;0;126;
2023-06-17;yandex;cpc;dod-python-java;9;2138;0;126;
2023-06-17;yandex;cpc;base-professions-retarget;8;;0;126;
2023-06-17;vk;cpc;prof-frontend;7;4974;0;126;
2023-06-17;vk;cpc;freemium-python;6;2537;0;126;
2023-06-17;vk;cpc;prof-java;6;4124;0;126;
2023-06-17;vk;social;dod-professions;6;;0;126;
2023-06-17;yandex;cpc;dod-java;6;;0;126;
2023-06-17;vk;cpc;freemium-frontend;5;2536;0;126;
2023-06-17;vk;cpc;freemium-java;5;1522;0;126;
2023-06-17;telegram;cpp;prof-frontend;4;;0;126;
2023-06-17;vk;cpc;prof-data-analytics;4;5327;0;126;
2023-06-17;vk;cpc;frontend;2;;0;126;
2023-06-17;Yandex;cpc;"06892634";1;;0;126;
2023-06-17;Yandex;cpc;"93234055";1;;0;126;
2023-06-17;facebook;social;hexlet-blog;1;;0;126;
2023-06-17;instagram;social;base-frontend;1;;0;126;
2023-06-17;telegram;cpm;base_python;1;;0;126;
2023-06-17;telegram;cpm;java;1;;0;126;
2023-06-17;telegram;cpp;base-java;1;;0;126;
2023-06-17;telegram;cpp;prof-java;1;;0;126;
2023-06-17;telegram;cpp;prof-python;1;;0;126;
2023-06-17;telegram;social;course_completed;1;;0;126;
2023-06-17;timepad;cpp;base-frontend;1;;0;126;
2023-06-17;vk;cpm;base;1;;0;126;
2023-06-17;vk;cpp;base-frontend;1;;0;126;
2023-06-17;vk;social;general;1;;0;126;
2023-06-17;vk;social;prof-data-analytics;1;;0;126;
2023-06-17;vk;social;promo;1;;0;126;
2023-06-17;yandex-direct;cpc;"50088205";1;;0;126;
2023-06-17;zen;social;zen_post;1;;0;126;
2023-06-18;yandex;cpc;freemium;219;16798;0;126;
2023-06-18;yandex;cpc;prof-python;163;39233;0;126;
2023-06-18;yandex;cpc;prof-frontend;149;50806;0;126;
2023-06-18;yandex;cpc;prof-java;111;28605;0;126;
2023-06-18;yandex;cpc;base-java;61;;0;126;
2023-06-18;yandex;cpc;prof-professions-brand;51;3300;0;126;
2023-06-18;admitad;cpa;admitad;47;;0;126;
2023-06-18;yandex;cpc;base-python;43;;0;126;
2023-06-18;yandex;cpc;base-frontend;27;;0;126;
2023-06-18;yandex;cpc;prof-data-analytics;27;6446;0;126;
2023-06-18;yandex;cpc;prof-professions-retarget;25;1491;0;126;
2023-06-18;yandex;cpc;dod-frontend;21;;0;126;
2023-06-18;vk-senler;cpc;freemium;14;;0;126;
2023-06-18;yandex;cpc;dod-professions;14;7438;0;126;
2023-06-18;yandex;cpc;dod-php;11;;0;126;
2023-06-18;telegram;cpp;base-frontend;10;;0;126;
2023-06-18;yandex;cpc;base-professions-retarget;9;;0;126;
2023-06-18;yandex;cpc;dod-java;8;;0;126;
2023-06-18;yandex;cpc;dod-python-java;8;3374;0;126;
2023-06-18;vk;cpc;prof-java;7;4663;0;126;
2023-06-18;vk;cpc;prof-python;6;4591;0;126;
2023-06-18;vk;cpc;freemium-frontend;5;2535;0;126;
2023-06-18;vk;cpc;freemium-python;5;2536;0;126;
2023-06-18;vk;cpc;prof-data-analytics;5;3579;0;126;
2023-06-18;yandex;cpc;dod-qa;4;;0;126;
2023-06-18;vk-senler;cpc;dod-professions;3;;0;126;
2023-06-18;telegram;cpp;prof-python;2;;0;126;
2023-06-18;vk;cpc;prof-frontend;2;2912;0;126;
2023-06-18;vk;social;dod-professions;2;;0;126;
2023-06-18;Yandex;cpc;"39770358";1;;0;126;
2023-06-18;Yandex;cpc;"77386453";1;;0;126;
2023-06-18;Yandex;cpc;"81276251";1;;0;126;
2023-06-18;facebook;cpc;freemium;1;;0;126;
2023-06-18;partners;cpm;all;1;;0;126;
2023-06-18;telegram;cpp;base-java;1;;0;126;
2023-06-18;telegram;cpp;prof-java;1;;0;126;
2023-06-18;telegram;cpp;prof-qa;1;;0;126;
2023-06-18;telegram;social;base-frontend;1;;0;126;
2023-06-18;telegram;social;hexlet-blog;1;;0;126;
2023-06-18;telegram;social;mdtruehaskell--funktsionalnyy-yazyk;1;;0;126;
2023-06-18;twitter;social;all-courses;1;;0;126;
2023-06-18;twitter;social;course_completed;1;;0;126;
2023-06-18;vc;cpp;dod-professions;1;;0;126;
2023-06-18;vk;cpc;freemium-java;1;1524;0;126;
2023-06-18;vk;cpp;base-frontend;1;;0;126;
2023-06-18;vk;social;all-courses;1;;0;126;
2023-06-18;vk;social;prof-python;1;;0;126;
2023-06-18;vk.com;social;skolko-stoit-obuchenie-na-hekslete-dlya;1;;0;126;
2023-06-18;vkontakte;social;button-vk;1;;0;126;
2023-06-18;yandex-direct;cpc;"97574364";1;;0;126;
2023-06-18;zen;social;hexlet-blog;1;;0;126;
2023-06-18;zen;social;prof-data-analyst;1;;0;126;
2023-06-18;zen_from_telegram;social;;1;;0;126;
2023-06-19;yandex;cpc;freemium;239;17212;0;126;
2023-06-19;yandex;cpc;prof-python;185;45990;0;126;
2023-06-19;yandex;cpc;prof-java;143;35136;0;126;
2023-06-19;yandex;cpc;prof-frontend;135;72966;0;126;
2023-06-19;yandex;cpc;base-java;66;;0;126;
2023-06-19;yandex;cpc;base-python;60;;0;126;
2023-06-19;yandex;cpc;prof-professions-brand;45;3111;0;126;
2023-06-19;yandex;cpc;base-frontend;43;;0;126;
2023-06-19;admitad;cpa;admitad;41;;0;126;
2023-06-19;yandex;cpc;prof-data-analytics;35;6048;0;126;
2023-06-19;yandex;cpc;dod-frontend;18;;0;126;
2023-06-19;yandex;cpc;prof-professions-retarget;18;1057;0;126;
2023-06-19;yandex;cpc;base-professions-retarget;14;;0;126;
2023-06-19;vk;cpc;prof-python;13;4934;0;126;
2023-06-19;vk-senler;cpc;freemium;13;;0;126;
2023-06-19;vk;cpc;prof-java;10;5469;0;126;
2023-06-19;vk;cpc;prof-frontend;9;5078;0;126;
2023-06-19;telegram;cpp;base-frontend;8;;0;126;
2023-06-19;yandex;cpc;dod-python-java;8;2012;0;126;
2023-06-19;yandex;cpc;dod-qa;8;;0;126;
2023-06-19;vk;cpc;freemium-python;7;2479;0;126;
2023-06-19;vk;cpc;prof-data-analytics;7;5326;0;126;
2023-06-19;yandex;cpc;dod-java;6;;0;126;
2023-06-19;yandex;cpc;dod-php;6;;0;126;
2023-06-19;yandex;cpc;dod-professions;6;3683;0;126;
2023-06-19;vk;cpc;freemium-java;4;2423;0;126;
2023-06-19;vk;cpp;dod-python-java;4;;0;126;
2023-06-19;twitter.com;social;istorii-uspeha-nashih-uchenikov-i-vypuskni;3;;0;126;
2023-06-19;timepad;cpp;base-frontend;2;;0;126;
2023-06-19;twitter;social;hexlet-blog;2;;0;126;
2023-06-19;vk;cpc;freemium-frontend;2;2536;0;126;
2023-06-19;vk;social;base-java;2;;0;126;
2023-06-19;vk;social;base-python;2;;0;126;
2023-06-19;Yandex;cpc;"52168119";1;;0;126;
2023-06-19;Yandex;cpm;"84109871";1;;0;126;
2023-06-19;dzen;social;dzen-post;1;;0;126;
2023-06-19;instagram;social;all-courses;1;;0;126;
2023-06-19;telegram;cpp;base-python;1;;0;126;
2023-06-19;telegram;cpp;dod-java;1;;0;126;
2023-06-19;telegram;cpp;prof-python;1;;0;126;
2023-06-19;telegram;social;dod-professions;1;;0;126;
2023-06-19;telegram;social;kak-blagodarya-heksletu-ya-ustroilsya-v-epa;1;;0;126;
2023-06-19;telegram;social;special-newyear23;1;;0;126;
2023-06-19;twitter;social;devushki_v_it;1;;0;126;
2023-06-19;twitter;social;my-poprosili-nastavnikov-heksleta-rasska;1;;0;126;
2023-06-19;twitter;social;obuchenie-programmirovaniyu-v-30 -let-pod;1;;0;126;
2023-06-19;vc;cpp;dod-professions;1;;0;126;
2023-06-19;vk;cpp;dod-frontend;1;;0;126;
2023-06-19;vk;cpp;dod-professions;1;;0;126;
2023-06-19;vk;social;base-frontend;1;;0;126;
2023-06-19;vk;social;base-php;1;;0;126;
2023-06-19;vk;social;dod-professions;1;;0;126;
2023-06-19;vk;social;general;1;;0;126;
2023-06-19;zen;social;all-courses;1;;0;126;
2023-06-19;zen;social;hexlet;1;;0;126;
2023-06-20;yandex;cpc;freemium;242;16145;0;126;
2023-06-20;yandex;cpc;prof-python;184;46055;0;126;
2023-06-20;yandex;cpc;prof-frontend;148;68549;0;126;
2023-06-20;yandex;cpc;prof-java;119;28063;0;126;
2023-06-20;yandex;cpc;base-python;58;;0;126;
2023-06-20;yandex;cpc;base-java;53;3805;0;126;
2023-06-20;yandex;cpc;prof-professions-brand;47;3263;0;126;
2023-06-20;admitad;cpa;admitad;40;;0;126;
2023-06-20;yandex;cpc;prof-data-analytics;38;6795;0;126;
2023-06-20;yandex;cpc;base-frontend;33;;0;126;
2023-06-20;yandex;cpc;prof-professions-retarget;27;784;0;126;
2023-06-20;yandex;cpc;dod-frontend;17;;0;126;
2023-06-20;yandex;cpc;dod-professions;17;6422;0;126;
2023-06-20;vk;cpc;prof-python;13;5839;0;126;
2023-06-20;vk-senler;cpc;freemium;11;;0;126;
2023-06-20;yandex;cpc;dod-python-java;10;3269;0;126;
2023-06-20;instagram;social;base-frontend;8;;0;126;
2023-06-20;vk;cpc;freemium-frontend;8;2851;0;126;
2023-06-20;vk;cpc;freemium-java;8;2538;0;126;
2023-06-20;vk;cpc;prof-data-analytics;7;4941;0;126;
2023-06-20;vk;cpc;prof-java;7;5205;0;126;
2023-06-20;yandex;cpc;dod-php;7;;0;126;
2023-06-20;telegram;cpp;base-frontend;6;;0;126;
2023-06-20;telegram;social;dod-professions;6;;0;126;
2023-06-20;yandex;cpc;dod-java;6;;0;126;
2023-06-20;vk;cpc;freemium-python;5;2127;0;126;
2023-06-20;yandex;cpc;dod-qa;5;;0;126;
2023-06-20;instagram;social;prof-frontend;4;;0;126;
2023-06-20;vk;cpp;dod-python-java;4;;0;126;
2023-06-20;vk;cpc;prof-frontend;3;5078;0;126;
2023-06-20;vk;social;dod-professions;3;;0;126;
2023-06-20;instagram;social;prof-data-analytics;2;;0;126;
2023-06-20;instagram;social;prof-qa-auto;2;;0;126;
2023-06-20;telegram;cpp;base-java;2;;0;126;
2023-06-20;telegram;cpp;base-python;2;;0;126;
2023-06-20;vk;social;hexlet-blog;2;;0;126;
2023-06-20;yandex;cpc;base-professions-retarget;2;;0;126;
2023-06-20;Yandex;cpm;"14191988";1;;0;126;
2023-06-20;instagram;social;all-courses;1;;0;126;
2023-06-20;instagram;social;prof-backend;1;;0;126;
2023-06-20;instagram;social;prof-python;1;;0;126;
2023-06-20;instagram;social;prof-qa;1;;0;126;
2023-06-20;telegram;cpm;frontend;1;;0;126;
2023-06-20;telegram;cpp;prof-frontend;1;;0;126;
2023-06-20;telegram;cpp;prof-java;1;;0;126;
2023-06-20;telegram;social;mdtruereshenie-zadach--horoshiy-sposob-z;1;;0;126;
2023-06-20;twitter.com;social;buffer;1;;0;126;
2023-06-20;vk;social;base-frontend;1;;0;126;
